OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
17-2061,Computer Hardware Engineers,detailed,82660,2.3,71.04,147770,1.3,39.25,52.24,66.38,84.33,102.29,81630,108670,138080,175400,212770
17-2070,Electrical and Electronics Engineers,broad,281840,1.5,57.65,119910,0.5,35,41.02,52.41,67.43,84.15,72800,85330,109010,140250,175040
17-2071,Electrical Engineers,detailed,185430,1.8,56.58,117680,0.7,33.33,40,51.42,65.93,82.72,69320,83200,106950,137140,172050
17-2072,"Electronics Engineers, Except Computer",detailed,96410,1.5,59.71,124190,0.6,36.87,44.9,57.31,72.89,86.39,76700,93380,119200,151610,179690
17-2080,Environmental Engineers,broad,39880,2.2,50.89,105840,0.7,30.47,37.81,48.12,60.35,75.26,63370,78640,100090,125520,156530
17-2081,Environmental Engineers,detailed,39880,2.2,50.89,105840,0.7,30.47,37.81,48.12,60.35,75.26,63370,78640,100090,125520,156530
17-2110,"Industrial Engineers, Including Health and Safety",broad,355380,0.6,49.76,103510,0.5,31.34,38.35,47.84,59.87,70,65190,79770,99500,124540,145600
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,22510,2.5,52.28,108740,0.8,29.9,39.31,49.85,63.3,77.21,62190,81760,103690,131670,160600
17-2112,Industrial Engineers,detailed,332870,0.7,49.59,103150,0.5,31.4,38.33,47.78,59.62,68.38,65320,79730,99380,124000,142220
17-2120,Marine Engineers and Naval Architects,broad,9960,7.4,51.98,108110,1.8,36.95,38.76,48.21,61,75.31,76860,80620,100270,126870,156630
17-2121,Marine Engineers and Naval Architects,detailed,9960,7.4,51.98,108110,1.8,36.95,38.76,48.21,61,75.31,76860,80620,100270,126870,156630
17-2130,Materials Engineers,broad,24630,1.8,53.09,110430,0.7,30.45,38.84,50.05,63.99,79.6,63340,80790,104100,133090,165580
17-2131,Materials Engineers,detailed,24630,1.8,53.09,110430,0.7,30.45,38.84,50.05,63.99,79.6,63340,80790,104100,133090,165580
17-2140,Mechanical Engineers,broad,281290,1.6,50.59,105220,0.5,31.04,38.06,47.84,61.05,75.71,64560,79160,99510,126990,157470
17-2141,Mechanical Engineers,detailed,281290,1.6,50.59,105220,0.5,31.04,38.06,47.84,61.05,75.71,64560,79160,99510,126990,157470
17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,7040,6.0,50.7,105460,2.9,26.51,37.37,48.39,61.98,77.32,55150,77730,100640,128920,160820
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,7040,6.0,50.7,105460,2.9,26.51,37.37,48.39,61.98,77.32,55150,77730,100640,128920,160820
17-2160,Nuclear Engineers,broad,12710,7.1,61.03,126950,0.8,39.5,48.32,60.32,68.61,83.66,82150,100500,125460,142700,174020
17-2161,Nuclear Engineers,detailed,12710,7.1,61.03,126950,0.8,39.5,48.32,60.32,68.61,83.66,82150,100500,125460,142700,174020
17-2170,Petroleum Engineers,broad,20390,3.6,71.44,148590,1.5,37.18,50.01,65.23,85.09,108.62,77340,104020,135690,176990,225920
17-2171,Petroleum Engineers,detailed,20390,3.6,71.44,148590,1.5,37.18,50.01,65.23,85.09,108.62,77340,104020,135690,176990,225920
17-2190,Miscellaneous Engineers,broad,150990,1.3,56.9,118350,0.5,29.87,40.03,53.83,70.22,85.1,62130,83250,111970,146060,177020
17-2199,"Engineers, All Other",detailed,150990,1.3,56.9,118350,0.5,29.87,40.03,53.83,70.22,85.1,62130,83250,111970,146060,177020
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,641350,0.6,32.55,67700,0.3,19.34,23.96,30.34,38.45,48,40230,49830,63100,79970,99850
17-3010,Drafters,broad,193180,1.4,32.13,66840,0.4,19.78,24.17,30.06,37.75,46.99,41130,50270,62530,78520,97730
17-3011,Architectural and Civil Drafters,detailed,111070,2.3,31.25,65000,0.6,19.09,23.88,29.72,37.03,45.47,39720,49660,61820,77020,94580
17-3012,Electrical and Electronics Drafters,detailed,20680,3.1,35.15,73110,0.8,22.34,26.43,33.3,40.32,49.78,46470,54970,69260,83870,103530
17-3013,Mechanical Drafters,detailed,44850,1.4,33.62,69920,0.6,20.88,25,30.8,39.13,49.09,43420,52000,64060,81380,102110
17-3019,"Drafters, All Other",detailed,16580,4.1,30.28,62980,0.9,18.75,23,28.49,35.62,43.94,39000,47840,59260,74090,91400
17-3020,"Engineering Technologists and Technicians, Except Drafters",broad,392120,0.6,33.69,70080,0.4,20.56,24.72,31.17,39.41,49.16,42750,51410,64840,81960,102260
17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,10640,4.0,39.08,81280,1.4,24.06,29.56,37.42,47.81,54.79,50050,61490,77830,99440,113970
17-3022,Civil Engineering Technologists and Technicians,detailed,63560,2.2,30.66,63770,0.9,18.81,23.04,29.18,36.81,43.75,39120,47920,60700,76570,91010
17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,97420,1.1,35.79,74440,0.4,22.32,27.88,35,41.19,50.63,46420,57990,72800,85680,105320
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,15360,3.0,34.82,72430,0.9,21.26,24.83,31.29,39.9,50.33,44210,51650,65080,82990,104690
17-3025,Environmental Engineering Technologists and Technicians,detailed,13780,4.9,28.26,58780,1.3,17.38,21.79,25.96,33.07,40.69,36150,45330,54000,68790,84640
17-3026,Industrial Engineering Technologists and Technicians,detailed,73020,1.0,32.04,66640,0.6,21.61,24.36,30.1,37.21,45.45,44950,50680,62610,77390,94540
17-3027,Mechanical Engineering Technologists and Technicians,detailed,38930,2.3,32.69,67990,0.5,21.21,24.97,30.78,38.42,46.51,44110,51930,64020,79910,96740
17-3028,Calibration Technologists and Technicians,detailed,13220,4.1,32.39,67360,1.6,20.37,24.06,30.19,38.06,48.48,42370,50050,62790,79170,100850
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,66200,1.9,36.2,75290,0.8,20.62,26.04,35.34,44.65,52.5,42900,54160,73500,92880,109190
17-3030,Surveying and Mapping Technicians,broad,56050,2.5,26,54090,0.8,16.87,19.13,23.53,30.07,38.05,35080,39790,48940,62540,79150
17-3031,Surveying and Mapping Technicians,detailed,56050,2.5,26,54090,0.8,16.87,19.13,23.53,30.07,38.05,35080,39790,48940,62540,79150
19-0000,"Life, Physical, and Social Science Occupations",major,1389430,0.4,42.24,87870,0.6,21,27.42,37.63,51.08,67.44,43680,57040,78280,106250,140280
19-1000,Life Scientists,minor,352000,0.6,48.38,100630,1.5,25.24,31.77,42.6,60.57,77.17,52500,66080,88620,125990,160510
19-1010,Agricultural and Food Scientists,broad,32360,2.6,39.87,82930,1.1,22.12,28.3,36.73,48.77,62.29,46010,58860,76400,101430,129560
19-1011,Animal Scientists,detailed,2460,8.4,43.01,89450,4.5,22.23,25.42,33.72,49.64,77.89,46240,52870,70140,103260,162000
19-1012,Food Scientists and Technologists,detailed,14100,4.3,42.48,88350,1.3,23.31,30.76,39.47,50.79,65.11,48480,63980,82090,105640,135430
19-1013,Soil and Plant Scientists,detailed,15800,5.7,37.06,77080,1.9,21.05,25.97,32.81,44.95,57.41,43790,54030,68240,93500,119410
19-1020,Biological Scientists,broad,133050,1.3,48.29,100440,0.9,25.04,32.01,44.13,60,77.14,52090,66570,91790,124790,160460
19-1021,Biochemists and Biophysicists,detailed,33180,3.2,57.84,120310,1.4,31.1,39.26,51.66,65.43,84.52,64680,81650,107460,136080,175790
19-1022,Microbiologists,detailed,21540,3.1,44.89,93380,1.1,23.59,30.18,41.09,57.81,70.9,49070,62770,85470,120240,147470
19-1023,Zoologists and Wildlife Biologists,detailed,17100,2.1,36.41,75740,0.6,22.04,27.46,33.94,42.4,53.17,45840,57120,70600,88190,110590
19-1029,"Biological Scientists, All Other",detailed,61220,1.9,47.62,99060,1.3,25.11,31.93,43.8,57.4,76.31,52230,66400,91100,119390,158730
19-1030,Conservation Scientists and Foresters,broad,32240,1.6,34.82,72430,0.5,21.45,25.82,32.84,40.97,49.63,44620,53710,68300,85220,103230
19-1031,Conservation Scientists,detailed,22790,1.5,35.17,73160,0.7,20.6,25.48,33.05,42.05,50.7,42850,53000,68750,87460,105460
19-1032,Foresters,detailed,9450,3.2,33.98,70680,1.1,22.45,26.69,32.37,39.48,47.4,46700,55520,67330,82120,98590
19-1040,Medical Scientists,broad,146850,1.2,53.29,110850,2.4,29.72,36.57,48.07,63.96,80.47,61810,76060,99980,133030,167370
19-1041,Epidemiologists,detailed,10230,2.4,43.48,90430,0.8,26.42,31.69,39.13,49.99,63.57,54950,65910,81390,103980,132230
19-1042,"Medical Scientists, Except Epidemiologists",detailed,136620,1.3,54.03,112380,2.5,29.72,36.87,48.5,64.36,80.78,61810,76690,100890,133870,168020
19-1090,Miscellaneous Life Scientists,broad,7490,3.1,48.81,101520,1.6,24.2,30.99,41.8,61.34,82.72,50340,64460,86950,127580,172060
19-1099,"Life Scientists, All Other",detailed,7490,3.1,48.81,101520,1.6,24.2,30.99,41.8,61.34,82.72,50340,64460,86950,127580,172060
19-2000,Physical Scientists,minor,254410,0.7,48.61,101110,0.4,24.94,31.48,42.96,60.65,80.6,51870,65470,89350,126140,167650
19-2010,Astronomers and Physicists,broad,20430,1.6,74.66,155280,0.6,37.78,52.45,71.89,88.22,109.06,78580,109100,149530,183500,226850
19-2011,Astronomers,detailed,2080,7.9,61.99,128940,2.5,27.17,41.16,61.5,82.8,88.22,56500,85600,127930,172210,183500
19-2012,Physicists,detailed,18350,1.7,76.09,158270,0.6,38.92,54.14,74.85,89.58,111.99,80950,112610,155680,186330,232940
19-2020,Atmospheric and Space Scientists,broad,9310,4.3,48.81,101530,1.2,23.54,32.73,44.65,59.98,75.6,48960,68080,92860,124760,157250
19-2021,Atmospheric and Space Scientists,detailed,9310,4.3,48.81,101530,1.2,23.54,32.73,44.65,59.98,75.6,48960,68080,92860,124760,157250
19-2030,Chemists and Materials Scientists,broad,92350,1.5,46.72,97170,0.6,25.88,31.63,41.91,58.27,74.01,53830,65790,87180,121200,153940
19-2031,Chemists,detailed,83530,1.5,45.94,95560,0.6,25.46,31.22,40.71,57.12,71.9,52950,64940,84680,118800,149550
19-2032,Materials Scientists,detailed,8810,6.7,54.06,112440,1.3,30.83,39.75,51.04,64.7,82.16,64130,82670,106160,134580,170900
19-2040,Environmental Scientists and Geoscientists,broad,111500,1.4,43.78,91060,0.5,23.8,29.98,39.11,51.84,67.76,49500,62360,81360,107830,140930
19-2041,"Environmental Scientists and Specialists, Including Health",detailed,80730,1.2,41.69,86710,0.6,23.36,29.29,37.97,49.72,64.26,48580,60920,78980,103420,133660
19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,24620,3.8,50,104000,1.1,25.24,31.87,44.51,61.29,82.98,52500,66280,92580,127480,172600
19-2043,Hydrologists,detailed,6150,4.3,46.35,96410,2.0,27.46,33.29,42.68,55.15,68.17,57120,69240,88770,114710,141790
19-2090,Miscellaneous Physical Scientists,broad,20820,1.6,57.24,119050,0.7,28.65,39.04,53.98,71.36,88.22,59590,81210,112280,148430,183500
19-2099,"Physical Scientists, All Other",detailed,20820,1.6,57.24,119050,0.7,28.65,39.04,53.98,71.36,88.22,59590,81210,112280,148430,183500
19-3000,Social Scientists and Related Workers,minor,273230,1.4,47.72,99260,0.6,24.62,32.25,43,58.81,73.67,51200,67070,89440,122320,153240
19-3010,Economists,broad,16420,3.5,63.78,132650,2.6,30.06,39.58,55.64,79.84,104.28,62520,82330,115730,166070,216900
19-3011,Economists,detailed,16420,3.5,63.78,132650,2.6,30.06,39.58,55.64,79.84,104.28,62520,82330,115730,166070,216900
19-3020,Survey Researchers,broad,8190,4.8,32.05,66670,2.2,14.8,19.87,29.31,39.17,51.82,30790,41330,60960,81460,107790
19-3022,Survey Researchers,detailed,8190,4.8,32.05,66670,2.2,14.8,19.87,29.31,39.17,51.82,30790,41330,60960,81460,107790
19-3030,Psychologists,broad,150030,2.7,48.64,101170,0.8,25.21,33.07,44.59,60.08,73.02,52430,68780,92740,124960,151880
19-3032,Industrial-Organizational Psychologists,detailed,1030,14.2,74.22,154380,7.5,22.05,43.32,70.87,105.48,105.68,45860,90100,147420,219410,219810
19-3033,Clinical and Counseling Psychologists,detailed,71730,4.4,51.25,106600,1.6,23.47,31.75,46.2,62.03,81.19,48820,66050,96100,129020,168870
19-3034,School Psychologists,detailed,62790,1.8,44.22,91990,0.8,28.48,33.91,40.84,51.64,63.21,59250,70520,84940,107400,131470
19-3039,"Psychologists, All Other",detailed,14480,1.8,53.03,110300,1.1,22.81,36.8,56.61,66.48,75.69,47450,76550,117750,138280,157420
19-3040,Sociologists,broad,2890,7.2,51.31,106710,2.3,28.83,36.55,48.93,64.9,79.46,59960,76030,101770,134980,165280
19-3041,Sociologists,detailed,2890,7.2,51.31,106710,2.3,28.83,36.55,48.93,64.9,79.46,59960,76030,101770,134980,165280
19-3050,Urban and Regional Planners,broad,42690,1.2,41.32,85940,0.5,24.74,30.69,39.33,49.49,60.64,51470,63830,81800,102930,126120
19-3051,Urban and Regional Planners,detailed,42690,1.2,41.32,85940,0.5,24.74,30.69,39.33,49.49,60.64,51470,63830,81800,102930,126120
19-3090,Miscellaneous Social Scientists and Related Workers,broad,53010,1.5,47.53,98860,0.7,24.85,33.22,43.85,58.87,75.87,51690,69100,91210,122460,157820
19-3091,Anthropologists and Archeologists,detailed,7720,5.9,33.55,69780,1.4,21.04,24.29,30.67,39.42,49.11,43770,50510,63800,82000,102150
19-3092,Geographers,detailed,1460,3.9,44.45,92460,0.7,28.78,33.94,43.69,53,61.03,59850,70600,90880,110240,126940
19-3093,Historians,detailed,3040,7.1,36.6,76120,1.5,17.19,24.86,35.04,44.99,59.96,35760,51720,72890,93580,124720
19-3094,Political Scientists,detailed,5580,3.4,63.47,132020,0.9,34.84,46.44,63.63,80.6,88.22,72470,96600,132350,167650,183500
19-3099,"Social Scientists and Related Workers, All Other",detailed,35210,1.5,49.14,102210,0.8,28.37,36.25,46.1,59.23,76.04,59010,75400,95890,123200,158160
19-4000,"Life, Physical, and Social Science Technicians",minor,360210,0.8,28.83,59970,0.5,17.63,21,25.82,33.7,43.89,36670,43680,53700,70100,91300
19-4010,Agricultural and Food Science Technicians,broad,28340,3.7,24.36,50660,0.8,16.34,18.55,22.6,28.37,34.64,33990,38580,47010,59020,72040
19-4012,Agricultural Technicians,detailed,13150,6.4,22.5,46810,1.0,14.79,17.5,20.76,25.54,31.47,30750,36400,43180,53120,65470
19-4013,Food Science Technicians,detailed,15190,3.0,25.96,54000,0.8,17.93,20.08,23.6,29.51,35.88,37290,41770,49090,61390,74630
19-4020,Biological Technicians,broad,76990,1.2,27.18,56540,0.5,17.78,20.38,24.73,31.5,38.62,36970,42390,51430,65510,80330
19-4021,Biological Technicians,detailed,76990,1.2,27.18,56540,0.5,17.78,20.38,24.73,31.5,38.62,36970,42390,51430,65510,80330
19-4030,Chemical Technicians,broad,55880,1.7,29.29,60920,0.7,18.39,22.08,27.29,35.23,44.88,38240,45920,56750,73280,93340
19-4031,Chemical Technicians,detailed,55880,1.7,29.29,60920,0.7,18.39,22.08,27.29,35.23,44.88,38240,45920,56750,73280,93340
19-4040,Environmental Science and Geoscience Technicians,broad,44240,2.7,28.45,59170,0.9,17.17,20.32,24.63,32.41,43.58,35700,42260,51220,67410,90650
19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,32390,2.8,27.63,57470,1.1,17.21,20.09,24.35,31.4,40.87,35800,41790,50660,65310,85010
19-4043,"Geological Technicians, Except Hydrologic Technicians",detailed,8860,7.1,31.05,64590,2.9,16.42,20.51,25.21,35.44,52.28,34160,42650,52440,73720,108750
19-4044,Hydrologic Technicians,detailed,3000,4.2,29.57,61500,1.4,18.12,21.56,26.87,36.54,44.04,37690,44840,55890,76000,91610
19-4050,Nuclear Technicians,broad,5400,4.1,46.88,97520,1.3,30.14,36.67,48.92,53.57,61.88,62700,76280,101740,111420,128700
19-4051,Nuclear Technicians,detailed,5400,4.1,46.88,97520,1.3,30.14,36.67,48.92,53.57,61.88,62700,76280,101740,111420,128700
19-4060,Social Science Research Assistants,broad,30890,2.9,29.99,62370,1.5,17.83,22.18,27.11,33.52,46.5,37080,46140,56400,69720,96720
19-4061,Social Science Research Assistants,detailed,30890,2.9,29.99,62370,1.5,17.83,22.18,27.11,33.52,46.5,37080,46140,56400,69720,96720
19-4070,Forest and Conservation Technicians,broad,28740,1.2,26.09,54260,0.5,16.62,19.49,24.94,30.68,37.7,34570,40540,51880,63810,78420
19-4071,Forest and Conservation Technicians,detailed,28740,1.2,26.09,54260,0.5,16.62,19.49,24.94,30.68,37.7,34570,40540,51880,63810,78420
19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,89740,1.4,30.95,64380,0.7,17.89,21.68,28.75,37.82,48.62,37220,45100,59800,78660,101120
19-4092,Forensic Science Technicians,detailed,17520,1.6,34.4,71540,0.6,19.91,24.27,31.22,40.73,51.68,41410,50480,64940,84720,107490
19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,72230,1.8,30.12,62640,0.8,17.62,21.18,28.05,36.58,48.34,36650,44040,58350,76080,100550
19-5000,Occupational Health and Safety Specialists and Technicians,minor,149570,1.7,39.27,81690,0.8,22.67,27.92,37.3,47.82,59.9,47140,58080,77580,99460,124590
19-5010,Occupational Health and Safety Specialists and Technicians,broad,149570,1.7,39.27,81690,0.8,22.67,27.92,37.3,47.82,59.9,47140,58080,77580,99460,124590
19-5011,Occupational Health and Safety Specialists,detailed,122300,1.9,41.14,85570,0.8,23.82,30.11,39.01,49.37,61.56,49550,62630,81140,102690,128040
19-5012,Occupational Health and Safety Technicians,detailed,27270,2.3,30.89,64250,0.8,19.25,23.55,27.85,36.25,46.81,40030,48980,57920,75410,97360
21-0000,Community and Social Service Occupations,major,2418130,0.3,28.36,58980,0.4,17.1,20.2,25,33.25,42.89,35570,42020,52000,69160,89220
21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,2326360,0.3,28.32,58910,0.4,17.16,20.25,24.98,33.22,42.74,35680,42120,51970,69100,88900
21-1010,Counselors,broad,909190,0.5,29.71,61790,0.5,17.75,21.61,27.15,35.65,45.65,36920,44950,56470,74160,94950
21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,327660,0.4,32.21,66990,0.5,19.3,23.44,29.67,37.88,48.1,40140,48760,61710,78780,100050
21-1013,Marriage and Family Therapists,detailed,63340,2.8,33.04,68730,2.9,18.79,21.75,28.13,37.71,50.34,39090,45250,58510,78440,104710
21-1015,Rehabilitation Counselors,detailed,84750,1.8,23.28,48430,0.7,15.09,17.52,21.17,27.22,35.44,31390,36440,44040,56610,73710
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,397880,0.9,28.89,60080,0.6,17.65,21.44,25.82,33.71,43.23,36700,44600,53710,70130,89920
21-1019,"Counselors, All Other",detailed,35580,3.6,25.17,52360,1.2,16.01,18.7,22.18,28.53,38.4,33300,38890,46130,59340,79880
21-1020,Social Workers,broad,710320,0.4,30.23,62880,0.5,18.46,22.23,28.07,36.09,45.63,38400,46250,58380,75060,94910
21-1021,"Child, Family, and School Social Workers",detailed,352160,0.6,28.46,59190,0.4,18.22,21.69,25.93,32.91,41.15,37900,45120,53940,68450,85590
21-1022,Healthcare Social Workers,detailed,185020,1.0,32.42,67430,0.5,20.12,24.13,30.26,37.84,47.01,41840,50190,62940,78710,97790
21-1023,Mental Health and Substance Abuse Social Workers,detailed,114680,1.3,30.71,63870,1.4,17.86,21.03,26.9,35.97,48.12,37150,43750,55960,74810,100090
21-1029,"Social Workers, All Other",detailed,58460,1.8,33.08,68800,0.5,19.03,22.96,30.66,42.18,50.28,39580,47770,63770,87730,104580
21-1090,Miscellaneous Community and Social Service Specialists,broad,706840,0.7,24.62,51210,0.4,15.48,18.03,22.24,28.55,37.39,32200,37510,46250,59380,77770
21-1091,Health Education Specialists,detailed,57800,1.3,33.55,69790,0.8,19.05,23.18,30.22,40.29,51.89,39630,48210,62860,83800,107920
21-1092,Probation Officers and Correctional Treatment Specialists,detailed,85870,0.3,32.64,67880,0.3,20.05,23.46,29.71,39.44,50.59,41700,48800,61800,82040,105220
21-1093,Social and Human Service Assistants,detailed,409310,0.9,21.27,44240,0.4,14.77,17.2,19.91,23.69,29.72,30720,35770,41410,49280,61820
21-1094,Community Health Workers,detailed,58550,1.8,25.3,52610,0.6,17.1,19.47,23.17,29.2,36.53,35560,40490,48200,60740,75980
21-1099,"Community and Social Service Specialists, All Other",detailed,95310,2.2,25.97,54020,0.6,16.36,19.22,23.89,30.03,38.14,34030,39980,49690,62460,79320
21-2000,Religious Workers,minor,91770,1.6,29.23,60800,1.1,15.26,19.02,26.05,34.32,46.27,31740,39550,54180,71390,96250
21-2010,Clergy,broad,56640,2.2,30.64,63720,1.2,17.02,21.89,28.33,35.87,46.44,35400,45540,58920,74620,96600
21-2011,Clergy,detailed,56640,2.2,30.64,63720,1.2,17.02,21.89,28.33,35.87,46.44,35400,45540,58920,74620,96600
21-2020,"Directors, Religious Activities and Education",broad,23270,4.1,29.68,61740,2.2,15.4,18.82,24.11,33.94,50.21,32030,39150,50140,70600,104430
21-2021,"Directors, Religious Activities and Education",detailed,23270,4.1,29.68,61740,2.2,15.4,18.82,24.11,33.94,50.21,32030,39150,50140,70600,104430
